DEPARTAMENTO_PRESTACION,MUNICIPIO_PRESTACION,SERVICIO,ESTADO,NOMBRE,NIT,DEPARTAMENTO_DOMICILIO,MUNICIPIO_DOMICILIO,DIRECCION,TELEFONO,EMAIL,TIPO_INSCRIPCION,REPRESENTANTE_LEGAL,TIPO_PRESTADOR,CLASIFICACION
NARINO,CORDOBA,ACUEDUCTO,OPERATIVA,ASOCIACION DEL ACUDUCTO TERCERA ETAPA DEL RESGUARDO INDIGENA DE MALES,,NARINO,CORDOBA,VEREDA MUESMUERAN ALTO,7780116,asociacionacueductodemales@gmail.com,Registro por la ESP,BARTOLO PINTO  PERENGUEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,CORDOBA,ACUEDUCTO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE CORDOBA AGUAS DE SAN FRANCISCO,,NARINO,CORDOBA,Calle 4 No. 4-14 Barrio el Centro ,7780078,copsersanfrancisco@gmail.com,Registro por la ESP,LAURA ELENA FLOREZ ROJAS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,CORDOBA,ASEO,EN PROCESO DE LIQUIDACION,EMPRESA DE SERVICIOS PUBLICOS DE CORDOBA -NARIÑO-,,NARINO,CORDOBA,Cordoba ,7780078,empocordobaesp@gmail.com,Registro por la ESP,JUAN CARLOS TREJO CASTRO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,CORDOBA,ASEO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE CORDOBA AGUAS DE SAN FRANCISCO,,NARINO,CORDOBA,Calle 4 No. 4-14 Barrio el Centro ,7780078,copsersanfrancisco@gmail.com,Registro por la ESP,LAURA ELENA FLOREZ ROJAS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,CORDOBA,ALCANTARILLADO,EN PROCESO DE LIQUIDACION,EMPRESA DE SERVICIOS PUBLICOS DE CORDOBA -NARIÑO-,,NARINO,CORDOBA,Cordoba ,7780078,empocordobaesp@gmail.com,Registro por la ESP,JUAN CARLOS TREJO CASTRO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,CORDOBA,ALCANTARILLADO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE CORDOBA AGUAS DE SAN FRANCISCO,,NARINO,CORDOBA,Calle 4 No. 4-14 Barrio el Centro ,7780078,copsersanfrancisco@gmail.com,Registro por la ESP,LAURA ELENA FLOREZ ROJAS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,CORDOBA,ASEO,OPERATIVA,INSTITUTO DE SERVICIOS VARIOS DE IPIALES,,NARINO,IPIALES,CRA 1 NRO 3E-140 AV.PANAMERICANA,7734408,rhiservi@hotmail.com,Registro por la ESP,OSCAR VLADIMIR DELGADO VILLOTA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
NARINO,CORDOBA,ACUEDUCTO,EN PROCESO DE LIQUIDACION,EMPRESA DE SERVICIOS PUBLICOS DE CORDOBA -NARIÑO-,,NARINO,CORDOBA,Cordoba ,7780078,empocordobaesp@gmail.com,Registro por la ESP,JUAN CARLOS TREJO CASTRO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
NARINO,CUASPUD,ALCANTARILLADO,OPERATIVA,SOCIEDAD POR ACCIONES SIMPLIFICADA PARA LA PRESTACIÓN DE LOS SERVICIOS PÚBLICOS DE AGUA POTABLE Y SANEAMIENTO BÁSICO,,NARINO,CUASPUD,cra 4 No. 2- 43,8181177,empocarlosama@hotmail.com,Registro por la ESP,MARGARITA MARIA VILLOTA ORTEGA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
NARINO,CUASPUD,ACUEDUCTO,OPERATIVA,SOCIEDAD POR ACCIONES SIMPLIFICADA PARA LA PRESTACIÓN DE LOS SERVICIOS PÚBLICOS DE AGUA POTABLE Y SANEAMIENTO BÁSICO,,NARINO,CUASPUD,cra 4 No. 2- 43,8181177,empocarlosama@hotmail.com,Registro por la ESP,MARGARITA MARIA VILLOTA ORTEGA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
NARINO,CUASPUD,ASEO,OPERATIVA,SOCIEDAD POR ACCIONES SIMPLIFICADA PARA LA PRESTACIÓN DE LOS SERVICIOS PÚBLICOS DE AGUA POTABLE Y SANEAMIENTO BÁSICO,,NARINO,CUASPUD,cra 4 No. 2- 43,8181177,empocarlosama@hotmail.com,Registro por la ESP,MARGARITA MARIA VILLOTA ORTEGA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
NARINO,CUMBAL,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,CUMBAL,ASEO,OPERATIVA,ADMINISTRACIÓN PÚBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO PARA EL CASCO URBANO DEL MUNICIPIO DE CUMBAL,,NARINO,CUMBAL,Calle 20 Esquina Parque bolivar,7798556,tupuehernando@yahoo.com,Registro por la ESP,AMILCAR HERNANDO TUPUE JUASPUEZAN,ORGANIZACION AUTORIZADA,MAS DE 2500 SUSCRIPTORES
NARINO,CUMBAL,ALCANTARILLADO,OPERATIVA,ADMINISTRACIÓN PÚBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO PARA EL CASCO URBANO DEL MUNICIPIO DE CUMBAL,,NARINO,CUMBAL,Calle 20 Esquina Parque bolivar,7798556,tupuehernando@yahoo.com,Registro por la ESP,AMILCAR HERNANDO TUPUE JUASPUEZAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,CUMBAL,ACUEDUCTO,OPERATIVA,ADMINISTRACIÓN PÚBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO PARA EL CASCO URBANO DEL MUNICIPIO DE CUMBAL,,NARINO,CUMBAL,Calle 20 Esquina Parque bolivar,7798556,tupuehernando@yahoo.com,Registro por la ESP,AMILCAR HERNANDO TUPUE JUASPUEZAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,CUMBITARA,ALCANTARILLADO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE CUMBITARA,,NARINO,CUMBITARA,CARRERA 5 No. 2-55. BARRIO SAN JUAN BOSCO,7369349,empocumbitara@gmail.com,Registro por la ESP,LUSSIANI DANIEL ARIAS BASTIDAS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,CUMBITARA,ASEO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE CUMBITARA,,NARINO,CUMBITARA,CARRERA 5 No. 2-55. BARRIO SAN JUAN BOSCO,7369349,empocumbitara@gmail.com,Registro por la ESP,LUSSIANI DANIEL ARIAS BASTIDAS,ORGANIZACION AUTORIZADA,MAS DE 2500 SUSCRIPTORES
NARINO,CUMBITARA,ACUEDUCTO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE CUMBITARA,,NARINO,CUMBITARA,CARRERA 5 No. 2-55. BARRIO SAN JUAN BOSCO,7369349,empocumbitara@gmail.com,Registro por la ESP,LUSSIANI DANIEL ARIAS BASTIDAS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL CHARCO,ALCANTARILLADO,OPERATIVA,MUNICPIO DE EL CHARCO,,NARINO,EL CHARCO,PLAZOLETA PRINCIPAL,7470147,www.alcaldia@elcharco-narino.gov.co,Registro por la ESP,OIVAR PORTOCARRERO BUSTOS,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,EL CHARCO,ACUEDUCTO,OPERATIVA,MUNICPIO DE EL CHARCO,,NARINO,EL CHARCO,PLAZOLETA PRINCIPAL,7470147,www.alcaldia@elcharco-narino.gov.co,Registro por la ESP,OIVAR PORTOCARRERO BUSTOS,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,EL CHARCO,ASEO,OPERATIVA,MUNICPIO DE EL CHARCO,,NARINO,EL CHARCO,PLAZOLETA PRINCIPAL,7470147,www.alcaldia@elcharco-narino.gov.co,Registro por la ESP,OIVAR PORTOCARRERO BUSTOS,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,EL PENOL,ASEO,OPERATIVA,MUNICIPIO DE EL PEÑOL,,NARINO,EL PENOL,PLAZA PRINCIPAL,7265423,minicipioelpenol@hotmail.com,Registro por la ESP,JORGE FERNANDO ESPAÑA JURADO,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,EL PENOL,ASEO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE EL MUNICIPIO DE EL PENOL,,NARINO,EL PENOL,PALACIO MUNICIPAL ,7265423,acoopenolesp1@hotmail.com,Registro por la ESP,JORGE ENRIQUE LIBREROS ROLDAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL PENOL,ACUEDUCTO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE EL MUNICIPIO DE EL PENOL,,NARINO,EL PENOL,PALACIO MUNICIPAL ,7265423,acoopenolesp1@hotmail.com,Registro por la ESP,JORGE ENRIQUE LIBREROS ROLDAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL PENOL,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE USUARIOS DEL SERVICIO DE ACUEDUCTO Y AGUA POTABLE DEL CORREGIMIENTO DE ALTO PEÑOL,,NARINO,EL PENOL,CARRERA 2 N° 2-47 BARRIO SAN ISIDRO,3216073,yolimarce@hotmail.com,Registro por la ESP,FLORALBA BUCHELY ORDOÑEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL PENOL,ALCANTARILLADO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DE EL MUNICIPIO DE EL PENOL,,NARINO,EL PENOL,PALACIO MUNICIPAL ,7265423,acoopenolesp1@hotmail.com,Registro por la ESP,JORGE ENRIQUE LIBREROS ROLDAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL PENOL,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,EL ROSARIO,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,EL ROSARIO,ALCANTARILLADO,OPERATIVA,"ASOCIACIÓN DE USUARIOS DE SERVICIOS PÚBLICOS DE ACUEDUCTO, ALCANTARILLADO  Y ASEO",,NARINO,EL ROSARIO,BARRIO JUANCHITO,3147850,vida22_j@hotmail.es,Registro por la ESP,VIVIANA DAZA POPAYAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL ROSARIO,ACUEDUCTO,OPERATIVA,"ASOCIACIÓN DE USUARIOS DE SERVICIOS PÚBLICOS DE ACUEDUCTO, ALCANTARILLADO  Y ASEO",,NARINO,EL ROSARIO,BARRIO JUANCHITO,3147850,vida22_j@hotmail.es,Registro por la ESP,VIVIANA DAZA POPAYAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL ROSARIO,ALCANTARILLADO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE EL ROSARIO,,NARINO,EL ROSARIO,CASA 123A PLAZA MUNICIPAL,7265459,aguasdelrosario2012@hotmail.com,Registro por la ESP,JESUS ARBEY BURBANO MELENDEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL ROSARIO,ACUEDUCTO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE EL ROSARIO,,NARINO,EL ROSARIO,CASA 123A PLAZA MUNICIPAL,7265459,aguasdelrosario2012@hotmail.com,Registro por la ESP,JESUS ARBEY BURBANO MELENDEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL ROSARIO,ASEO,OPERATIVA,ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE EL ROSARIO,,NARINO,EL ROSARIO,CASA 123A PLAZA MUNICIPAL,7265459,aguasdelrosario2012@hotmail.com,Registro por la ESP,JESUS ARBEY BURBANO MELENDEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ASEO,OPERATIVA,ASOCIACIÓN DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACAUEDUCTO ALCANTARILLADO Y ASEO DEL CORREGIMIENTO DE LAS MESAS EL TABLON DE GOMEZ,,NARINO,EL TABLON DE GOMEZ,OFICINA ASUASMES BARRIO LA TOLA,3122967,HERMESASTAIZA56@HOTMAIL.COM,Registro por la ESP,HERMES ARISTOBULO ASTAIZA ORDOÑEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ADMINISTRADORA DEL SERVICIO PUBLICO DOMICILIARIO DE ACUEDUCTO DE LA VEREDA CAMPO ALEGRE Y LAS ARADAS TABLON DE GOMEZ NARIÑO,,NARINO,EL TABLON DE GOMEZ,VEREDA LAS ARADAS,7264800,veredaaradas@hotmail.com,Registro por la ESP,CARLOS ALBERTO MARTINEZ BENAVIDES,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DE ACUEDUCTO PITALITO BAJO,,NARINO,EL TABLON DE GOMEZ,FOTONET TABLON DE GOMEZ,8181527,gomezgomezwilson@gmail.com,Registro por la ESP,WILSON GOMEZ GOMEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ALCANTARILLADO,OPERATIVA,CABILDO MENOR PARA LA ADMINISTRACION DE SERVICIOS PUBLICOS DEL RESGUARDO INGA DE APONTE,,NARINO,EL TABLON DE GOMEZ,CRA 25N 18 - 93 PISO 2 CASA DON LORENZO,3128146,cjansasoy@hotmail.com,Registro por la ESP,LUZ MARIBEL FLORES BOTINA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS Y DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE LA VEREDA LA VICTORIA ,,NARINO,EL TABLON DE GOMEZ,PALACIO MUNICIPAL,3122819,contactenos@eltablondegomez-narino.gov.co,Registro por la ESP,ERMEN GOMEZ  MARTINEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ALCANTARILLADO,OPERATIVA,ASOCIACIÓN DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACAUEDUCTO ALCANTARILLADO Y ASEO DEL CORREGIMIENTO DE LAS MESAS EL TABLON DE GOMEZ,,NARINO,EL TABLON DE GOMEZ,OFICINA ASUASMES BARRIO LA TOLA,3122967,HERMESASTAIZA56@HOTMAIL.COM,Registro por la ESP,HERMES ARISTOBULO ASTAIZA ORDOÑEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ALCANTARILLADO,OPERATIVA,ASOCIACION DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL CASCO URBANO MUNICIPIO DEL TABLON DE GOMEZ  ,,NARINO,EL TABLON DE GOMEZ,Tablon de Gomez,7264803,asuaaastab@gmail.com,Registro por la ESP,ROGER  RENGIFO TULCAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ADMINISTRADORA DE LOS SRVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE LA VEREDA DE LOS ALPES TABLON DE GOMEZ,,NARINO,EL TABLON DE GOMEZ,vereda los alpes,7265846,asodulosalpes@gmail.com,Registro por la ESP,JOSE ULICES MORENO MADROÑERO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ASEO,OPERATIVA,CABILDO MENOR PARA LA ADMINISTRACION DE SERVICIOS PUBLICOS DEL RESGUARDO INGA DE APONTE,,NARINO,EL TABLON DE GOMEZ,CRA 25N 18 - 93 PISO 2 CASA DON LORENZO,3128146,cjansasoy@hotmail.com,Registro por la ESP,LUZ MARIBEL FLORES BOTINA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACAUEDUCTO ALCANTARILLADO Y ASEO DEL CORREGIMIENTO DE LAS MESAS EL TABLON DE GOMEZ,,NARINO,EL TABLON DE GOMEZ,OFICINA ASUASMES BARRIO LA TOLA,3122967,HERMESASTAIZA56@HOTMAIL.COM,Registro por la ESP,HERMES ARISTOBULO ASTAIZA ORDOÑEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL CASCO URBANO MUNICIPIO DEL TABLON DE GOMEZ  ,,NARINO,EL TABLON DE GOMEZ,Tablon de Gomez,7264803,asuaaastab@gmail.com,Registro por la ESP,ROGER  RENGIFO TULCAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ASEO,OPERATIVA,ASOCIACION DE USUARIOS ADMINISTRADORA DE LOS SERVICIOS PUBLICOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL CASCO URBANO MUNICIPIO DEL TABLON DE GOMEZ  ,,NARINO,EL TABLON DE GOMEZ,Tablon de Gomez,7264803,asuaaastab@gmail.com,Registro por la ESP,ROGER  RENGIFO TULCAN,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TABLON DE GOMEZ,ACUEDUCTO,OPERATIVA,CABILDO MENOR PARA LA ADMINISTRACION DE SERVICIOS PUBLICOS DEL RESGUARDO INGA DE APONTE,,NARINO,EL TABLON DE GOMEZ,CRA 25N 18 - 93 PISO 2 CASA DON LORENZO,3128146,cjansasoy@hotmail.com,Registro por la ESP,LUZ MARIBEL FLORES BOTINA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA SAN JOSE DEL CIDRAL,,NARINO,EL TAMBO,Calle 3 No. 10-29 Plaza Principal El Tambo,3115517,contactenos@eltambo-narino.gov.co,Registro por la ESP,LIBARDO AMADOR CRIOLLA DIAZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,"ASOCIACION DE USUARIOS DE SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE EL TAMBO NARINO",,NARINO,EL TAMBO,barrio el centro,7450135,larcapi@latinmail.com,Registro por la ESP,JUAN BAUTISTA GOMEZ MADRONERO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA RICAURTE ,,NARINO,EL TAMBO,Barrio El Comercio Calle 3 No. 10-29 Plaza Principal,7450135,contactenos@eltambo-narino.gov.co,Registro por la ESP,JAIRO ZAMUDIO ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA HUMITARIO,,NARINO,EL TAMBO,Calle 3 No. 10-29 Plaza Principal El Tambo,3112068,contactenos@eltambo-narino.gov.co,Registro por la ESP,LUIS ANTONIO MELO BEJARANO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ASEO,OPERATIVA,EMPRESA METROPOLITANA DE ASEO DE PASTO S.A.  E.S.P. ,,NARINO,PASTO,CARRERA 24 #23-51,7362874,emas@emaspasto.com.co,Registro por la ESP,ANGELA MARCELA PAZ ROMERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA ALTO SAN PABLO  MUNICIPIO DEL TAMBO,,NARINO,EL TAMBO,VEREDA SAN PABLO ALTO,7450135,pedro.jimenez85@hotmail.com,Registro por la ESP,NANCY ROBIRA MERA CANCIMANCE,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA GRANADILLO,,NARINO,EL TAMBO,Vereda Granadillo,5216664,ijimenezmelo@yahoo.es,Registro por la ESP,SEGUNDO NECTARIO ARTEAGA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCIÓN COMUNAL DE LA VEREDA LOS LLANOS DE MANCHABAJOY DE EL TAMBO,,NARINO,EL TAMBO,PALACIO MUNICIPAL,3148004,contactenos@eltambo-narino.gov.co,Registro por la ESP,JOSE ALFONSO ORTEGA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA ADMINISTRADORA ACUEDUCTO VEREDA CAPULI DE MINAS,,NARINO,EL TAMBO,VEREDA CAPULI DE MINAS,3102248,acueductocapuli@gmail.com,Registro por la ESP,FRANCO JAVIER ROJAS DAVID,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA EL PLACER,,NARINO,EL TAMBO,VEREDA EL PLACER,7450135,jacelplacer@gmail.com,Registro por la ESP,JHON JAIRO PERENGUEZ GOMEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,ALCALDIA MUNICIPAL DEL TAMBO NARIÑO,,NARINO,EL TAMBO,BARRIO EL COMERCIO CALLE 3_No10_29 PLAZA PRNCIPAL,7450135,pedro.jimenez85@hotmail.com,Registro por la ESP,WILLIAM ERNESTO DORADO HIDALGO,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA CHAGRAURCO,,NARINO,EL TAMBO,Calle 3 No. 10-29 Plaza Principal,3117240,contactenos@eltambo-narino.gov.co,Registro por la ESP,MIREYA GUERRERO ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DEL BARRIO FATIMA DEL MUNICIPIO DE EL TAMBO,,NARINO,EL TAMBO,CARRERA 11 N° 6-57 BARRIO FATIMA,3137700,ndpaa@hotmail.com,Registro por la ESP,NUBIA DEL PILAR AGREDA AGREDA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,"JUNTA ADMINISTRADORA DEL ACUEDUCTO DE PUEBLO VIEJO, AZOGUE Y OVEJERA",,NARINO,EL TAMBO,corregimiento azogue,7450135,juntazogue@gmail.com,Registro por la ESP,SOFONIAS PROPERO BURBANO  AREVALO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ALCANTARILLADO,OPERATIVA,ALCALDIA MUNICIPAL DEL TAMBO NARIÑO,,NARINO,EL TAMBO,BARRIO EL COMERCIO CALLE 3_No10_29 PLAZA PRNCIPAL,7450135,pedro.jimenez85@hotmail.com,Registro por la ESP,WILLIAM ERNESTO DORADO HIDALGO,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA LA CHUZA ,,NARINO,EL TAMBO,PALACIO MUNICIPAL,3128408,contactenos@eltembo-narino.gov.co,Registro por la ESP,EDMUNDO GARCIA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
NARINO,EL TAMBO,ACUEDUCTO,OPERATIVA,JUNTA DE ACCION COMUNAL DE LA VEREDA PLAN VERDE,,NARINO,EL TAMBO,PALACIO MUNICIPAL,7450135,jacplanverde@gmail.com,Registro por la ESP,OSCAR ANDRES ORTIZ PASTUSANO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
